filename,reg_id,type1,type2,Q,A,nQ
perda_provinsi_jawa_barat_nomor_2_tahun_2014_11e4e9568e13ea7a99b3303831373438.pdf,PERPROV_JABAR_2014_2,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERPROV_JABAR_2008_21?,,4.0
perda_provinsi_jawa_barat_nomor_2_tahun_2014_11e4e9568e13ea7a99b3303831373438.pdf,PERPROV_JABAR_2014_2,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERPROV_JABAR_2008_21?,,4.0
perda_provinsi_jawa_barat_nomor_2_tahun_2014_11e4e9568e13ea7a99b3303831373438.pdf,PERPROV_JABAR_2014_2,Q5,Q5.4,Apakah PERPROV_JABAR_2008_21 mengalami perubahan?,Ya,4.0
perda_provinsi_jawa_barat_nomor_3_tahun_2014_11e4e9573ee538febfdf303832323435.pdf,PERPROV_JABAR_2014_3,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 25 dalam PERPROV_JABAR_2008_22?,"Susunan Organisasi Badan Pemberdayaan Perempuan, Perlindungan 
Anak dan Keluarga Berencana Provinsi Jawa Barat, terdiri atas: 
a. Kepala; 
b. Sekretariat, membawahkan: 
1. Subbagian Perencanaan dan Program; 
2. Subbagian Keuangan; dan 
3. Subbagian Kepegawaian dan Umum. 
c. Bidang Peningkatan Kualitas Hidup dan Perlindungan 
Perempuan, membawahkan: 
1. Subbidang Fasilitasi Peningkatan Kualitas Hidup Perempuan; 
dan 
2. Subbidang Perlindungan Perempuan. 
d. Bidang Pengarusutamaan Gender dan Kerjasama, 
membawahkan: 
1. Subbidang Pengarusutamaan Gender; dan 
2. Subbidang Informasi, Kerjasama dan Kelembagaan. 
e. Bidang Perlindungan Anak, membawahkan: 
1. Subbidang Perlindungan Anak; dan 
2. Subbidang Kesejahteraan Anak. 
f. Bidang Kependudukan, Keluarga Berencana, dan 
Kesejahteraan Keluarga, membawahkan: 
1. Subbidang Pengendalian Kependudukan dan Keluarga 
Berencana; dan 
2. Subbidang Kesejahteraan Keluarga. 
g. Kelompok Jabatan Fungsional. 
7. Diantara Paragraf 13 dan Paragraf 14, disisipkan Paragraf 13a dan 
Pasal 26a, sebagai berikut : 
Paragraf 13a 
Badan Penelitian, Pengembangan, dan Penerapan Ilmu 
Pengetahuan dan Teknologi 
Pasal 26a 
Susunan Organisasi Badan Penelitian, Pengembangan, dan 
Penerapan Ilmu Pengetahuan dan Teknologi Provinsi Jawa Barat, 
terdiri atas: 
a. Kepala; 
b. Sekretariat, membawahkan: 
1. Subbagian Perencanaan; 
2. Subbagian Keuangan; dan 
3. Subbagian Kepegawaian dan Umum. 
c. Bidang Penelitian dan Pengembangan Ilmu Pengetahuan dan 
Teknologi Terapan; 
d. Bidang Analisis Kebijakan dan Pengembangan Inovasi Daerah; 
e. Bidang Kemitraan dan Layanan Ilmu Pengetahuan dan Teknologi; 
dan 
f. Kelompok Jabatan Fungsional.",4.0
perda_provinsi_jawa_barat_nomor_3_tahun_2014_11e4e9573ee538febfdf303832323435.pdf,PERPROV_JABAR_2014_3,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERPROV_JABAR_2008_22?,,4.0
perda_provinsi_jawa_barat_nomor_3_tahun_2014_11e4e9573ee538febfdf303832323435.pdf,PERPROV_JABAR_2014_3,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERPROV_JABAR_2008_22?,,4.0
perda_provinsi_jawa_barat_nomor_3_tahun_2014_11e4e9573ee538febfdf303832323435.pdf,PERPROV_JABAR_2014_3,Q5,Q5.4,Apakah PERPROV_JABAR_2008_22 mengalami perubahan?,Ya,4.0
bn185-2014.pdf,PERMEN_KES_2014_6,Q5,Q5.5,Apakah PERMEN_KES_2014_6 masih berlaku?,Tidak,1.0
bn395-2014.pdf,PERMEN_KES_2014_12,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 5 ayat 1 dalam PERMEN_KES_2013_56?,"Orientasi dilaksanakan pada: 
a. Unit Kerja; atau 
b. Unit Utama.",4.0
bn395-2014.pdf,PERMEN_KES_2014_12,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERMEN_KES_2013_56?,,4.0
bn395-2014.pdf,PERMEN_KES_2014_12,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERMEN_KES_2013_56?,,4.0
bn395-2014.pdf,PERMEN_KES_2014_12,Q5,Q5.4,Apakah PERMEN_KES_2013_56 mengalami perubahan?,Ya,4.0
perda_kabupaten_kota_baru_nomor_1_tahun_2014_11e4ed58ef8c2e068d00313034343535.pdf,PERKAB_KOTABARU_2014_01,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 7 dalam PERKAB_KOTABARU_2012_10?,"Tarif Pajak Bumi dan Bangunan ditetapkan sebagai
berikut :
a. untuk NJOP sampai dengan Rp 1.000.000.000,00
(satu milyar rupiah) ditetapkan sebesar 0,1 (nol
koma satu persen) per tahun;
b. untuk NJOP diatas Rp 1.000.000.000,00 (satu
milyar rupiah) ditetapkan sebesar 0,2 (nol
koma dua persen) per tahun.
Pasal II
Peraturan Daerah ini mulai berlaku pada tanggal
diundangkan.",4.0
perda_kabupaten_kota_baru_nomor_1_tahun_2014_11e4ed58ef8c2e068d00313034343535.pdf,PERKAB_KOTABARU_2014_01,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERKAB_KOTABARU_2012_10?,,4.0
perda_kabupaten_kota_baru_nomor_1_tahun_2014_11e4ed58ef8c2e068d00313034343535.pdf,PERKAB_KOTABARU_2014_01,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERKAB_KOTABARU_2012_10?,,4.0
perda_kabupaten_kota_baru_nomor_1_tahun_2014_11e4ed58ef8c2e068d00313034343535.pdf,PERKAB_KOTABARU_2014_01,Q5,Q5.4,Apakah PERKAB_KOTABARU_2012_10 mengalami perubahan?,Ya,4.0
bn1097-2014.pdf,PERMEN_KES_2014_34,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 8 ayat 2 dalam PERMEN_KES_2011_1148?,"Paling lama dalam waktu 6 (enam) hari kerja sejak diterimanya
tembusan permohonan sebagaimana dimaksud dalam Pasal 7 ayat
(1), Kepala Balai POM melakukan audit pemenuhan persyaratan
CDOB.",4.0
bn1097-2014.pdf,PERMEN_KES_2014_34,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERMEN_KES_2011_1148?,,4.0
bn1097-2014.pdf,PERMEN_KES_2014_34,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERMEN_KES_2011_1148?,"Pasal 8 ayat 4A;
Pasal 12A ayat 1;
Pasal 12A ayat 2;
Pasal 12A ayat 3;
Pasal 14A ayat 1;
Pasal 14A ayat 2;
Pasal 14B ayat 1;
Pasal 14B ayat 2;
Pasal 14B ayat 3;
Pasal 14B ayat 4;
Pasal 35A ayat 1;
Pasal 35A ayat 2;
Pasal 35B ayat 1;
Pasal 35B ayat 2",4.0
bn1097-2014.pdf,PERMEN_KES_2014_34,Q5,Q5.4,Apakah PERMEN_KES_2011_1148 mengalami perubahan?,Ya,4.0
bn442-2014.pdf,PERMEN_KOMINFO_2014_15,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 26 ayat 7 dalam PERMEN_KOMINFO_07_11?,"Aspek bisnis sebagaimana dimaksud pada ayat (2) huruf h meliputi: 
a. rencana pengembangan usaha; 
b. perhitungan biaya investasi; 
c. kecukupan modal; 
d. proyeksi pendapatan dan arus kas 5 (lima) tahun ke depan; 
e. proyeksi jumlah pelanggan dalam waktu 5 (lima) tahun ke depan; 
f. kecukupan sumber daya manusia; 
g. struktur organisasi konsorsium; dan 
h. data komposisi kepemilikan saham oleh pihak asing pada masing-
masing anggota.",4.0
bn442-2014.pdf,PERMEN_KOMINFO_2014_15,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERMEN_KOMINFO_07_11?,,4.0
bn442-2014.pdf,PERMEN_KOMINFO_2014_15,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERMEN_KOMINFO_07_11?,"Pasal 5 ayat 2A;
Pasal 5 ayat 2B",4.0
bn442-2014.pdf,PERMEN_KOMINFO_2014_15,Q5,Q5.4,Apakah PERMEN_KOMINFO_07_11 mengalami perubahan?,Ya,4.0
bn1509-2014.pdf,PERMEN_KOMINFO_2014_38,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 74 ayat 1 dalam PERMEN_KOMINFO_01_01?,"Izin penyelenggaraan jaringan telekomunikasi diberikan tanpa batas
waktu dan dilakukan evaluasi setiap 1 (satu) tahun serta evaluasi
secara menyeluruh setiap 5 (lima) tahun.",4.0
bn1509-2014.pdf,PERMEN_KOMINFO_2014_38,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERMEN_KOMINFO_01_01?,,4.0
bn1509-2014.pdf,PERMEN_KOMINFO_2014_38,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERMEN_KOMINFO_01_01?,,4.0
bn1509-2014.pdf,PERMEN_KOMINFO_2014_38,Q5,Q5.4,Apakah PERMEN_KOMINFO_01_01 mengalami perubahan?,Ya,4.0
bn456-2014.pdf,PERMEN_HUB_2014_12,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 9 ayat 1 dalam PERMEN_HUB_2011_58?,"Bidang Teknis mempunyai tugas melaksanakan koordinasi 
terhadap layanan dan prosedur teknis aplikasi di lingkungan 
LPSE dan sebagai Pusat Pelayanan Elektronik (PPE).",5.0
bn456-2014.pdf,PERMEN_HUB_2014_12,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERMEN_HUB_2011_58?,,5.0
bn456-2014.pdf,PERMEN_HUB_2014_12,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERMEN_HUB_2011_58?,"Pasal 8A;
Pasal 9A",5.0
bn456-2014.pdf,PERMEN_HUB_2014_12,Q5,Q5.4,Apakah PERMEN_HUB_2011_58 mengalami perubahan?,Ya,5.0
bn492-2014.pdf,PERMEN_HUB_2014_15,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 4 ayat 2 dalam PERMEN_HUB_2013_6?,"Kegiatan sebagaimana dimaksud pada ayat (1) dilakukan oleh 
orang perseorangan warga negara Indonesia dan/atau badan 
usaha yang didirikan untuk itu.",4.0
bn492-2014.pdf,PERMEN_HUB_2014_15,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERMEN_HUB_2013_6?,,4.0
bn492-2014.pdf,PERMEN_HUB_2014_15,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERMEN_HUB_2013_6?,,4.0
bn492-2014.pdf,PERMEN_HUB_2014_15,Q5,Q5.4,Apakah PERMEN_HUB_2013_6 mengalami perubahan?,Ya,4.0
bn898-2014.pdf,PERMEN_HUB_2014_23,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 2 ayat 3 dalam PERMEN_HUB_2010_01?,"Pelaksanaan fungsi Syahbandar sebagaimana dimaksud pada ayat
(1) dilaksanakan oleh:
a. Kepala Kantor Kesyahbandaran Utama;
b. Kepala Kantor Kesyahbandaran dan Otoritas Pelabuhan;
c. Kepala Kantor Unit Penyelenggara Pelabuhan; atau
d. Kepala Kantor Pelabuhan Batam.",4.0
bn898-2014.pdf,PERMEN_HUB_2014_23,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERMEN_HUB_2010_01?,,4.0
bn898-2014.pdf,PERMEN_HUB_2014_23,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERMEN_HUB_2010_01?,,4.0
bn898-2014.pdf,PERMEN_HUB_2014_23,Q5,Q5.4,Apakah PERMEN_HUB_2010_01 mengalami perubahan?,Ya,4.0
bn1818-2014.pdf,PERMEN_HUB_2014_61,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 3 ayat 3 dalam PERMEN_HUB_2013_7?,"Badan klasifikasi asing yang diakui sebagaimana dimaksud pada 
ayat (1) huruf b merupakan anggota International Association of 
Classification Society (IACS).",4.0
bn1818-2014.pdf,PERMEN_HUB_2014_61,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERMEN_HUB_2013_7?,,4.0
bn1818-2014.pdf,PERMEN_HUB_2014_61,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERMEN_HUB_2013_7?,,4.0
bn1818-2014.pdf,PERMEN_HUB_2014_61,Q5,Q5.4,Apakah PERMEN_HUB_2013_7 mengalami perubahan?,Ya,4.0
bn1879-2014.pdf,PERMEN_HUB_2014_73,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 39 ayat 7 dalam PERMEN_HUB_2011_51?,dihapus.,4.0
bn1879-2014.pdf,PERMEN_HUB_2014_73,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERMEN_HUB_2011_51?,,4.0
bn1879-2014.pdf,PERMEN_HUB_2014_73,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERMEN_HUB_2011_51?,"Pasal 9 ayat 3A;
Pasal 9 ayat 3B;
Pasal 9A;
Pasal 9B ayat 1;
Pasal 9B ayat 2;
Pasal 9B ayat 3;
Pasal 9B ayat 4;
Pasal 9B ayat 5;
Pasal 30 ayat 4A;
Pasal 30 ayat 4B;
Pasal 39 ayat 4A;
Pasal 39A ayat 1;
Pasal 39A ayat 2;
Pasal 39A ayat 3;
Pasal 39A ayat 4;
Pasal 39A ayat 5;
Pasal 39A ayat 6;
Pasal 39A ayat 7;
Pasal 39A ayat 8",4.0
bn1879-2014.pdf,PERMEN_HUB_2014_73,Q5,Q5.4,Apakah PERMEN_HUB_2011_51 mengalami perubahan?,Ya,4.0
bn1880-2014.pdf,PERMEN_HUB_2014_74,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 11 ayat 6 dalam PERMEN_HUB_2011_52?,"Dalam hal berdasarkan hasil penelitian persyaratan sebagaimana 
dimaksud pada ayat (3) telah terpenuhi, Direktur Jenderal 
menyampaikan hasil penelitian kepada Sekretaris Jenderal untuk 
dilakukan penelitian.",4.0
bn1880-2014.pdf,PERMEN_HUB_2014_74,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERMEN_HUB_2011_52?,,4.0
bn1880-2014.pdf,PERMEN_HUB_2014_74,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERMEN_HUB_2011_52?,"Pasal 11 ayat 6A;
Pasal 11A;
Pasal 16A;
Pasal 19 ayat 5A",4.0
bn1880-2014.pdf,PERMEN_HUB_2014_74,Q5,Q5.4,Apakah PERMEN_HUB_2011_52 mengalami perubahan?,Ya,4.0
bn1881-2014.pdf,PERMEN_HUB_2014_75,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 5 ayat 3 dalam PERMEN_HUB_2011_53?,"Dalam hal berdasarkan hasil penelitian dan evaluasi persyaratan
sebagaimana dimaksud pada ayat (2) belum terpenuhi, Direktur
Jenderal mengembalikan permohonan tersebut untuk dilengkapi.",4.0
bn1881-2014.pdf,PERMEN_HUB_2014_75,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERMEN_HUB_2011_53?,,4.0
bn1881-2014.pdf,PERMEN_HUB_2014_75,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERMEN_HUB_2011_53?,,4.0
bn1881-2014.pdf,PERMEN_HUB_2014_75,Q5,Q5.4,Apakah PERMEN_HUB_2011_53 mengalami perubahan?,Ya,4.0
bn1901-2014.pdf,PERMEN_HUB_2014_77,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 32 ayat 2 dalam PERMEN_HUB_2008_25?,"Apabila dalam kurun waktu 7 (tujuh) hari kerja perusahaan
angkutan udara niaga berjadwal sebagaimana dimaksud pada
ayat (1) tidak menanggapi, maka Direktur Jenderal
menawarkan kepada perusahaan angkutan udara niaga
berjadwal lainnya yang mempunyai rute tersebut dalam
lampiran izin usahanya dan mempunyai kemampuan dan
kesiapan armada.",5.0
bn1901-2014.pdf,PERMEN_HUB_2014_77,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERMEN_HUB_2008_25?,,5.0
bn1901-2014.pdf,PERMEN_HUB_2014_77,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERMEN_HUB_2008_25?,,5.0
bn1901-2014.pdf,PERMEN_HUB_2014_77,Q5,Q5.4,Apakah PERMEN_HUB_2008_25 mengalami perubahan?,Ya,5.0
bn1916-2014.pdf,PERMEN_HUB_2014_80,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 3 ayat 5 dalam PERMEN_HUB_2009_6?,"Penunjukan Kepala Satuan Kerja Sementara yang melaksanakan
kegiatan Kementerian sebagai KPA, dilakukan oleh Sekretaris
Jenderal atas nama Menteri selaku Pengguna Anggaran
berdasarkan usulan dari Pejabat Eselon I terkait.",4.0
bn1916-2014.pdf,PERMEN_HUB_2014_80,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERMEN_HUB_2009_6?,,4.0
bn1916-2014.pdf,PERMEN_HUB_2014_80,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERMEN_HUB_2009_6?,Pasal 3A,4.0
bn1916-2014.pdf,PERMEN_HUB_2014_80,Q5,Q5.4,Apakah PERMEN_HUB_2009_6 mengalami perubahan?,Ya,4.0
bn309-2014.pdf,PERATURAN_OMBUDSMAN_2014_15,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 2 ayat 1 dalam PERATURAN_OMBUDSMAN_2013_13?,"Asisten berhak atas Insentif Kerja yang diberikan setiap bulan 
berdasarkan peringkat kinerja Asisten pada bulan sebelumnya.",4.0
bn309-2014.pdf,PERATURAN_OMBUDSMAN_2014_15,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERATURAN_OMBUDSMAN_2013_13?,,4.0
bn309-2014.pdf,PERATURAN_OMBUDSMAN_2014_15,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERATURAN_OMBUDSMAN_2013_13?,,4.0
bn309-2014.pdf,PERATURAN_OMBUDSMAN_2014_15,Q5,Q5.4,Apakah PERATURAN_OMBUDSMAN_2013_13 mengalami perubahan?,Ya,4.0
bn1931-2014.pdf,PERMEN_HUB_2014_84,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 18 ayat 2 dalam PERMEN_HUB_2009_37?,"Kepala Subbagian dan Kepala Seksi merupakan jabatan struktural
eselon IV.a.",4.0
bn1931-2014.pdf,PERMEN_HUB_2014_84,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERMEN_HUB_2009_37?,,4.0
bn1931-2014.pdf,PERMEN_HUB_2014_84,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERMEN_HUB_2009_37?,,4.0
bn1931-2014.pdf,PERMEN_HUB_2014_84,Q5,Q5.4,Apakah PERMEN_HUB_2009_37 mengalami perubahan?,Ya,4.0
bn1932-2014.pdf,PERMEN_HUB_2014_85,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 18 ayat 2 dalam PERMEN_HUB_2012_25?,"Kepala Subbagian dan Kepala Seksi merupakan jabatan struktural
eselon IV.a.",4.0
bn1932-2014.pdf,PERMEN_HUB_2014_85,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERMEN_HUB_2012_25?,,4.0
bn1932-2014.pdf,PERMEN_HUB_2014_85,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERMEN_HUB_2012_25?,,4.0
bn1932-2014.pdf,PERMEN_HUB_2014_85,Q5,Q5.4,Apakah PERMEN_HUB_2012_25 mengalami perubahan?,Ya,4.0
bn473-2014.pdf,PERMEN_PERIN_3_17,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 2 ayat 1 dalam PERMEN_PERIN_7_70?,Tetap.,4.0
bn473-2014.pdf,PERMEN_PERIN_3_17,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERMEN_PERIN_7_70?,,4.0
bn473-2014.pdf,PERMEN_PERIN_3_17,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERMEN_PERIN_7_70?,,4.0
bn473-2014.pdf,PERMEN_PERIN_3_17,Q5,Q5.4,Apakah PERMEN_PERIN_7_70 mengalami perubahan?,Ya,4.0
bn511-2014.pdf,PERMEN_PERIN_4_18,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 2 ayat 2 dalam PERMEN_PERIN_10_52?,"LSPro atau Laboratorium Penguji sebagaimana dimaksud pada ayat 
(1) harus memenuhi persyaratan sebagai LSPro atau Laboratorium 
Penguji yang diakreditasi oleh Komite Akreditasi Nasional (KAN) 
untuk ruang lingkup Mainan dalam waktu selambat-lambatnya 2 
(dua) tahun sejak 16 Oktober 2013.",4.0
bn511-2014.pdf,PERMEN_PERIN_4_18,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERMEN_PERIN_10_52?,,4.0
bn511-2014.pdf,PERMEN_PERIN_4_18,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERMEN_PERIN_10_52?,Pasal 4 ayat 2A,4.0
bn511-2014.pdf,PERMEN_PERIN_4_18,Q5,Q5.4,Apakah PERMEN_PERIN_10_52 mengalami perubahan?,Ya,4.0
bn531-2014.pdf,PERMEN_PERIN_4_19,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 12 ayat 3 dalam PERMEN_PERIN_12_63?,"Pengujian sebagaimana dimaksud pada ayat (1) huruf b dilakukan 
guna memastikan bahwa kualitas Asam Sulfat Teknis impor tidak 
berkurang karena: 
a. faktor kondisi cuaca; 
b. pengemasan dalam perjalanan jarak jauh; dan 
c. waktu yang lama.",4.0
bn531-2014.pdf,PERMEN_PERIN_4_19,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERMEN_PERIN_12_63?,,4.0
bn531-2014.pdf,PERMEN_PERIN_4_19,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERMEN_PERIN_12_63?,,4.0
bn531-2014.pdf,PERMEN_PERIN_4_19,Q5,Q5.4,Apakah PERMEN_PERIN_12_63 mengalami perubahan?,Ya,4.0
bn542-2014.pdf,PERMEN_PERIN_4_20,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 3 ayat 3 dalam PERMEN_PERIN_3_22?,"Direktorat Jenderal Basis Industri Manufaktur melakukan pembinaan 
terhadap industri Kaca Lembaran yang tidak memenuhi ketentuan 
SNI Kaca Lembaran berdasarkan hasil pengawasan berkala 
sebagaimana dimaksud pada ayat (2) huruf a angka 1.",4.0
bn542-2014.pdf,PERMEN_PERIN_4_20,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERMEN_PERIN_3_22?,,4.0
bn542-2014.pdf,PERMEN_PERIN_4_20,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERMEN_PERIN_3_22?,,4.0
bn542-2014.pdf,PERMEN_PERIN_4_20,Q5,Q5.4,Apakah PERMEN_PERIN_3_22 mengalami perubahan?,Ya,4.0
bn543-2014.pdf,PERMEN_PERIN_4_21,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 3 ayat 3 dalam PERMEN_PERIN_3_21?,"Direktorat Jenderal Basis Industri Manufaktur melakukan pembinaan 
terhadap industri Kaca Pengaman untuk Kendaraan Bermotor yang 
tidak memenuhi ketentuan SNI Kaca Pengaman untuk Kendaraan 
Bermotor berdasarkan hasil pengawasan berkala sebagaimana 
dimaksud pada ayat (2) huruf a angka 1.",4.0
bn543-2014.pdf,PERMEN_PERIN_4_21,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERMEN_PERIN_3_21?,,4.0
bn543-2014.pdf,PERMEN_PERIN_4_21,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERMEN_PERIN_3_21?,,4.0
bn543-2014.pdf,PERMEN_PERIN_4_21,Q5,Q5.4,Apakah PERMEN_PERIN_3_21 mengalami perubahan?,Ya,4.0
bn544-2014.pdf,PERMEN_PERIN_4_22,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 2 ayat 3 dalam PERMEN_PERIN_10_104?,"Direktorat Jenderal Basis Industri Manufaktur melakukan pembinaan 
terhadap industri Helm Pengendara Kendaraan Bermotor Roda Dua 
yang tidak memenuhi ketentuan SNI Helm Pengendara Kendaraan 
Bermotor Roda Dua secara wajib berdasarkan hasil pengawasan 
berkala sebagaimana dimaksud pada ayat (2) huruf a angka 1.",4.0
bn544-2014.pdf,PERMEN_PERIN_4_22,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERMEN_PERIN_10_104?,,4.0
bn544-2014.pdf,PERMEN_PERIN_4_22,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERMEN_PERIN_10_104?,,4.0
bn544-2014.pdf,PERMEN_PERIN_4_22,Q5,Q5.4,Apakah PERMEN_PERIN_10_104 mengalami perubahan?,Ya,4.0
bn545-2014.pdf,PERMEN_PERIN_4_23,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 4 dalam PERMEN_PERIN_7_36?,"Kepala Badan Pengkajian Kebijakan, Iklim dan Mutu Industri melakukan 
monitoring dan evaluasi atas pelaksanaan ketentuan sebagaimana 
dimaksud dalam Pasal 2 dan Pasal 3 ayat (1) dan ayat (2) serta evaluasi 
terhadap kinerja LSPro dan Laboratorium Penguji yang ditunjuk 
sebagaimana dimaksud dalam Pasal 1.",4.0
bn545-2014.pdf,PERMEN_PERIN_4_23,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERMEN_PERIN_7_36?,,4.0
bn545-2014.pdf,PERMEN_PERIN_4_23,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERMEN_PERIN_7_36?,,4.0
bn545-2014.pdf,PERMEN_PERIN_4_23,Q5,Q5.4,Apakah PERMEN_PERIN_7_36 mengalami perubahan?,Ya,4.0
bn546-2014.pdf,PERMEN_PERIN_4_24,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 5 ayat 3 dalam PERMEN_PERIN_6_32?,"Penilaian kebenaran atas pelanggaran ketentuan sebagaimana 
dimaksud pada ayat (1) dan/atau ayat (2), dilakukan dalam rapat 
penilaian Lembaga Penilaian Kesesuaian.",4.0
bn546-2014.pdf,PERMEN_PERIN_4_24,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERMEN_PERIN_6_32?,,4.0
bn546-2014.pdf,PERMEN_PERIN_4_24,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERMEN_PERIN_6_32?,,4.0
bn546-2014.pdf,PERMEN_PERIN_4_24,Q5,Q5.4,Apakah PERMEN_PERIN_6_32 mengalami perubahan?,Ya,4.0
bn547-2014.pdf,PERMEN_PERIN_4_25,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 3 ayat 2 dalam PERMEN_PERIN_2_11?,"Laporan hasil kinerja sebagaimana dimaksud pada ayat (1) terdiri 
dari: 
a. kewajiban LSPro untuk menyampaikan: 
1. penerbitan SPPT-SNI, pengawasan berkala SPPT-SNI dan 
pencabutan SPPT-SNI Kakao Bubuk, yang harus 
disampaikan selambat-lambatnya 7 (tujuh) hari kerja sejak 
penerbitan; 
2. rekapitulasi penerbitan SPPT-SNI, peng-awasan berkala 
SPPT-SNI dan pencabutan SPPT-SNI Kakao Bubuk dalam 
kurun waktu 1 (satu) tahun, yang harus disampaikan 
selambat-lambatnya pada tanggal 5 Januari tahun 
berikutnya; dan 
3. perkembangan kompetensi, organisasi serta akreditasi LSPro; 
serta 
b. kewajiban Laboratorium Penguji untuk menyam-paikan: 
1. Sertifikat Hasil Uji (SHU) atau hasil uji atas pengujian Kakao 
Bubuk yang telah dilakukan dalam kurun waktu 1 (satu) 
bulan, yang harus disampaikan selambat-lambatnya pada 
tanggal 5 bulan berikutnya; 
2. rekapitulasi Sertifikat Hasil Uji (SHU) atau hasil uji atas 
pengujian Kakao Bubuk yang telah dilakukan dalam kurun 
waktu 1 (satu) tahun, yang harus disampaikan selambat-
lambatnya pada tanggal 5 Januari tahun berikutnya; dan 
3. perkembangan kompetensi, organisasi dan akreditasi 
Laboratorium Penguji.",4.0
